cancer,track,eval_mode,ensemble_method,row_count,spearman,pearson,rmse,mae,r2,ndcg_at_30,available_modality_count_mean,used_modalities,missing_modalities,strict_leakage_violation
stad,2A_numeric,cv,rank_mean,5118,0.20981639398813454,0.18989311397334283,3.540779948232729,3.069557893402949,-0.6554559232365513,0.01213836866924634,3.0,DL|Graph|ML,,False
stad,2A_numeric,cv,robust_weighted,5118,0.2100815588864031,0.1981892972033288,2.6989025979770496,2.0512394416496913,0.03817918713120838,0.008648044977502415,3.0,DL|Graph|ML,,False
stad,2A_numeric,groupcv,simple_mean,5118,0.22974724939995025,0.22508806945716553,2.681773536577071,2.046152150403178,0.050349175589817996,0.014938973130332687,3.0,DL|Graph|ML,,False
stad,2A_numeric,groupcv,rank_mean,5118,0.23012718697559909,0.21178628096801258,3.5359866318318933,3.0668393189268426,-0.6509768236750058,0.01287608524732613,3.0,DL|Graph|ML,,False
stad,2A_numeric,groupcv,robust_weighted,5118,0.2293362033844213,0.22499644210995837,2.681880651929975,2.0465892974371753,0.05027331220068576,0.011912273639767728,3.0,DL|Graph|ML,,False
stad,2A_numeric,holdout,simple_mean,1024,0.22411128575237096,0.20258167912987032,2.7810218311562718,2.1068465665940193,0.03543739948863056,0.04579161715460147,3.0,DL|Graph|ML,,False
stad,2A_numeric,holdout,rank_mean,1024,0.2244810110634966,0.20846141347425645,3.4979666962911087,3.018607921771642,-0.5259944818244915,0.056437745582843216,3.0,DL|Graph|ML,,False
stad,2A_numeric,holdout,robust_weighted,1024,0.22411128575237096,0.20237188346318993,2.7812110118685096,2.106862871741404,0.035306165102578,0.04579161715460147,3.0,DL|Graph|ML,,False
stad,2A_numeric,scaffoldcv,simple_mean,5118,0.21650600456383373,0.21319465346311736,2.688775688335689,2.047168756272845,0.045383595758378026,0.013603812672158891,3.0,DL|Graph|ML,,False
stad,2A_numeric,scaffoldcv,rank_mean,5118,0.2162129604031296,0.19851727476175507,3.5385296892255456,3.0712193386059545,-0.6533524200966585,0.017580434546794723,3.0,DL|Graph|ML,,False
stad,2A_numeric,scaffoldcv,robust_weighted,5118,0.21639063587278565,0.21315848649993208,2.688779165725695,2.0467414584674306,0.04538112654854043,0.013603812672158891,3.0,DL|Graph|ML,,False
stad,2A_numeric,unseen_drug,simple_mean,978,0.24297593899558984,0.24097071883805432,2.792965771796466,2.1416519674341576,0.04162269042478117,0.2188113947887712,3.0,DL|Graph|ML,,False
stad,2A_numeric,unseen_drug,rank_mean,978,0.24195522602956712,0.23253611309677258,3.4643816324366288,3.019809004338253,-0.4745406540597543,0.24036708619232422,3.0,DL|Graph|ML,,False
stad,2A_numeric,unseen_drug,robust_weighted,978,0.24277955274772206,0.24078940795336168,2.7934271952158176,2.1417739903990287,0.041305998921519316,0.2188113947887712,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,cv,simple_mean,5118,0.7784743043557617,0.8363527246569797,1.523973388179249,1.1335523753459966,0.6933277252944705,0.8122500056334091,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,cv,rank_mean,5118,0.7784601242121006,0.7614131682161597,3.4130318154175887,2.974480530718723,-0.5381561319652775,0.8103375688365031,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,cv,robust_weighted,5118,0.7785695326863662,0.8363220518976869,1.5273860722061299,1.137869895829172,0.6919527047105748,0.8086233392919668,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,groupcv,simple_mean,5118,0.42857839322202523,0.4791431681550354,2.433144519723001,1.83585986235552,0.21827219742855253,0.026564027419560064,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,groupcv,rank_mean,5118,0.4316387089721254,0.43896531104542236,3.493707068702022,3.0224767146888634,-0.6117316151321599,0.026907230855372683,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,groupcv,robust_weighted,5118,0.44938901860255737,0.5078934776534059,2.3774301117701935,1.793288837885602,0.25366249581905964,0.03166725505177268,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,holdout,simple_mean,1024,0.7815802339739739,0.8425028204087784,1.557462688525951,1.1758843634810994,0.6974780263546339,0.9309198342187821,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,holdout,rank_mean,1024,0.781586195195878,0.7665320344038221,3.3677319704906603,2.9210766066480573,-0.41447951461165955,0.9294086815749335,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,holdout,robust_weighted,1024,0.7817036670758555,0.8418298305473153,1.5652510755313436,1.1832669856481988,0.6944448244251615,0.9309156414261365,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,scaffoldcv,simple_mean,5118,0.36215564930995064,0.402561559452089,2.738151564566095,2.0473381362382765,0.010001091833021558,0.030566045311298577,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,scaffoldcv,rank_mean,5118,0.4020595508945345,0.402523036231338,3.504170884956976,3.0317487568119845,-0.6214004961624153,0.07029430190731632,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,scaffoldcv,robust_weighted,5118,0.38216728860689947,0.42306392143760047,2.588902594935515,1.9212253794842884,0.11498390390424862,0.122714639528845,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,unseen_drug,simple_mean,978,0.390048361986307,0.5052248109303483,2.4976993337446394,1.9481152935132777,0.23354685241306083,0.35967704716851295,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,unseen_drug,rank_mean,978,0.4004916987567521,0.4500146961590455,3.418223900758204,2.956421592410776,-0.43551028718174467,0.37758434770040533,3.0,DL|Graph|ML,,False
stad,2B_numeric_smiles,unseen_drug,robust_weighted,978,0.3949477889561272,0.5094855967846168,2.4874382463822946,1.9431719935047673,0.23983142620188946,0.3279382546285298,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,cv,simple_mean,5118,0.7849154576723424,0.8434079760644576,1.4918326684195198,1.1094950252320068,0.7061268053354619,0.8186152652737382,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,cv,rank_mean,5118,0.7842096062121668,0.7712580540128314,3.4117452759500835,2.9713606082658033,-0.5369967372066666,0.800105844111131,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,cv,robust_weighted,5118,0.7851341203159128,0.8434207046931594,1.4956985789623525,1.1141947405458659,0.7046017556100331,0.8030766409777433,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,groupcv,simple_mean,5118,0.4394329490543842,0.5013262537565244,2.4021937654787604,1.8287192453348777,0.238033603746159,0.06293521797904471,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,groupcv,rank_mean,5118,0.44531844053827646,0.4573568667933995,3.4895603838394433,3.020106416962811,-0.6079079534879905,0.06601620021162749,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,groupcv,robust_weighted,5118,0.4444915310385586,0.5088346455471192,2.3849798772426727,1.8180406459404925,0.24891483167193185,0.11742151729193957,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,holdout,simple_mean,1024,0.7897817168285075,0.8465047080037136,1.5537058641164647,1.1708424989785216,0.6989357193267083,0.9294521508462286,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,holdout,rank_mean,1024,0.78871099486323,0.7737788432106617,3.3670878724916293,2.920296306774617,-0.41393851175871954,0.9267442873936014,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,holdout,robust_weighted,1024,0.7901643574266042,0.8464612819889308,1.5592360988188976,1.1769086475439492,0.6967886987358889,0.9294141687458507,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,scaffoldcv,simple_mean,5118,0.38632737840082726,0.38928854994424117,2.7251170663232402,2.001052747731896,0.019404095838688518,0.011788553790895587,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,scaffoldcv,rank_mean,5118,0.4358796836843693,0.4399332072940326,3.5006564074047883,3.03281304475455,-0.6181497882113265,0.2292748618266802,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,scaffoldcv,robust_weighted,5118,0.39781846751176403,0.38982533746061565,2.6896680413413034,1.965360031094122,0.04474985291522782,0.011657719257350617,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,unseen_drug,simple_mean,978,0.3814131588027006,0.48878499453292173,2.54563438317709,1.9243965039898505,0.20384550292885872,0.4679753345478339,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,unseen_drug,rank_mean,978,0.388173998930901,0.43186640185525754,3.425132518608136,2.962379888575859,-0.4413188090156144,0.37561813056655263,3.0,DL|Graph|ML,,False
stad,2C_numeric_smiles_context,unseen_drug,robust_weighted,978,0.3874406837001169,0.49506279556630606,2.531767985685115,1.9100054857344964,0.2124953916985669,0.36388766196098044,3.0,DL|Graph|ML,,False
