cancer,track,eval_mode,ensemble_method,row_count,spearman,pearson,rmse,mae,r2,ndcg_at_30,available_modality_count_mean,used_modalities,missing_modalities,strict_leakage_violation
luad,2B_numeric_smiles,unseen_drug,simple_mean,24092,0.41660589003899084,0.534753558289152,2.4230767272592444,1.834855997479125,0.27821899591161303,0.24047695996312957,2.0,DL|ML,Graph,False
luad,2B_numeric_smiles,unseen_drug,rank_mean,24092,0.4399265493635265,0.46038869614554395,3.48205991898767,3.022462800294051,-0.49053986400111604,0.206400200662824,2.0,DL|ML,Graph,False
luad,2B_numeric_smiles,unseen_drug,robust_weighted,24092,0.418500331513458,0.5353946287396247,2.421426719526144,1.8335065705635827,0.2792016628943518,0.24086888711164808,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,cv,simple_mean,125427,0.8202507176531755,0.8756569964242683,1.3724813534898939,1.0391107157115747,0.7525709902255723,0.6995266894467188,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,cv,rank_mean,125427,0.8167156078686294,0.7986496225254148,3.4833952557164003,3.0562057756826406,-0.5938345003725696,0.7304495301964292,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,cv,robust_weighted,125427,0.8199630871568439,0.8753851540474828,1.3756319959222378,1.042465110607062,0.7514336995698674,0.6925550734978378,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,groupcv,simple_mean,125427,0.46515213678146355,0.5267340708256281,2.3510390932649563,1.778696888917514,0.27396524164308866,0.32148896566008633,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,groupcv,rank_mean,125427,0.4669493639924145,0.47911369646332214,3.5628465514498973,3.1081472885000156,-0.667369863022307,0.24106046187612892,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,groupcv,robust_weighted,125427,0.46521936394069324,0.5263728910215277,2.351618639399726,1.7785545787821406,0.2736072531260598,0.33628371302427507,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,holdout,simple_mean,25086,0.8251360732968256,0.8782288906231868,1.337167177111309,1.0058754464177142,0.7608115051738485,0.863064181103956,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,holdout,rank_mean,25086,0.8194729649957441,0.7996760136770712,3.4811152796049645,3.0565947984785398,-0.6210846058421564,0.8645860121645454,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,holdout,robust_weighted,25086,0.8246726276432651,0.8778135933838037,1.3409070302515884,1.009819448304947,0.759471686502315,0.8693381793820055,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,scaffoldcv,simple_mean,125427,0.5160229505306055,0.5592271211146913,2.2932004109953654,1.718423175041004,0.3092486645028587,0.04381426383488035,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,scaffoldcv,rank_mean,125427,0.5154729679493765,0.5204983451433668,3.5618413925998618,3.108484448366356,-0.6664291909302977,0.04655994763105473,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,scaffoldcv,robust_weighted,125427,0.5082776675849991,0.5443444808327529,2.3179094833337235,1.74966106687815,0.2942828752619375,0.04430464419564251,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,unseen_drug,simple_mean,24092,0.42246381246659814,0.5451957677918354,2.402154736589918,1.829358105797325,0.29062958139824413,0.2369336313399098,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,unseen_drug,rank_mean,24092,0.4427778036800296,0.4746024592213305,3.4794361838587524,3.0193863165134167,-0.4882944641490363,0.21255327673441526,2.0,DL|ML,Graph,False
luad,2C_numeric_smiles_context,unseen_drug,robust_weighted,24092,0.42451797127685037,0.54580877117238,2.400671709312445,1.827588662976939,0.29150520437220717,0.23673349172867264,2.0,DL|ML,Graph,False
stad,2A_numeric,cv,simple_mean,5118,0.2110728776028003,0.19878401601166093,2.6985550528325914,2.05092937177782,0.038426883828947545,0.009669336866268453,3.0,DL|Graph|ML,,False
