cancer,rank,canonical_drug_id,drug_name_x,canonical_smiles_x,score_clinical_trial_x,score_approved_ind_x,score_ext_response,score_disease_relevance,score_literature_moa,score_cancer_plausibility,target_moa_recovery_bonus,caveat_penalty,ev_composite_0_10_x,n_clinicaltrials_studies_total_x,chembl_molecule_chembl_id,target_recovered,moa_recovered,ev_ready,graph_luad_caveat,mandatory_caveat,rank_step5,drug_level_score,integrated_mean_of_three,G2_n_cells,G1_n_cells,flag_conflict_LN_divergent,flag_conflict_AUC_divergent,gdsc_response_score,prism_n_values,sensitivity_percentile_within_cancer_x,prism_response_evidence_score,prism_match_type,prism_manual_review_mapping_flag,ctrp_n_values,sensitivity_percentile_within_cancer_y,ctrp_response_evidence_score,ctrp_match_type,manual_review,prism_response_score,ctrp_response_score_if_available,combined_external_response_score,score_ext_response_old,ctrp_partial_evidence_flag,ctrp_partial_evidence_note,external_response_sources_available,external_response_source_count,response_conflict_caveat,ev_composite_0_10_old,ev_delta_from_multiresponse,ev_selected_rank,drug_name_y,canonical_smiles_y,ev_composite_0_10_y,score_approved_ind_y,score_clinical_trial_y,n_clinicaltrials_studies_total_y,fda_approved_cancer_based,drug_name,canonical_smiles,ev_composite_0_10,score_approved_ind,score_clinical_trial,n_clinicaltrials_studies_total,admet_status_22assay,recommendation_stage_code,recommendation_stage_label_ko,recommendation_stage_rule,protocol_stage_rank_within_top30,selected_top15,cutoff_reason
luad,8,1067,CCT007093,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,0,0,3,0,0,0,0,0.5,2.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,18.0,4.871366765292896,24.8274728054642,61.0,60.0,False,False,0,556.0,89.47368421052633,3.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,3,0,3,0,False,,gdsc|prism,2,False,-1.0,3.0,5,CCT007093,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,2.0,0,0,0,False,CCT007093,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,2.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,5,True,selected_top15_by_step7_protocol_rank
luad,7,1043,JNK Inhibitor VIII,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,0,0,2,0,0,0,0,0.5,1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,16.0,4.947578159964503,25.395733198414703,62.0,61.0,False,False,0,2037.0,78.94736842105263,2.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,2,0,2,0,False,,gdsc|prism,2,False,-1.0,2.0,6,JNK Inhibitor VIII,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,1.0,0,0,0,False,JNK Inhibitor VIII,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,1.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,6,True,selected_top15_by_step7_protocol_rank
luad,15,1853,OF-1,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,2,0,0,0,0,0,0,0.5,1.0,120,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,1.0,0.0,7,OF-1,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,1.0,0,2,120,False,OF-1,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,1.0,0,2,120,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,7,True,selected_top15_by_step7_protocol_rank
luad,22,1816,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,2,0,0,0,0,0,0,0.5,1.0,24,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,1.0,0.0,8,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1.0,0,2,24,False,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1.0,0,2,24,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,8,True,selected_top15_by_step7_protocol_rank
luad,25,1200,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,2,0,0,0,0,0,0,0.5,1.0,24,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,1.0,0.0,9,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1.0,0,2,24,False,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,1.0,0,2,24,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,9,True,selected_top15_by_step7_protocol_rank
luad,5,1620,PFI3,C1C2CN(C1CN2C3=CC=CC=N3)C=CC(=O)C4=CC=CC=C4O,0,0,1,0,0,0,0,0.5,0.0,0,,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,11.0,5.047005034905466,6.8926553672316375,55.0,,False,,0,1000.0,63.15789473684211,1.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,1,0,1,0,False,,gdsc|prism,2,False,-1.0,1.0,10,PFI3,C1C2CN(C1CN2C3=CC=CC=N3)C=CC(=O)C4=CC=CC=C4O,0.0,0,0,0,False,PFI3,C1C2CN(C1CN2C3=CC=CC=N3)C=CC(=O)C4=CC=CC=C4O,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,10,True,selected_top15_by_step7_protocol_rank
luad,9,2057,Remodelin,C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)C#N)C1,0,0,1,0,0,0,0,0.5,0.0,0,,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,19.0,4.861437406146044,54.01129943502824,27.0,,False,,1,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,1,0,False,,gdsc,1,False,-1.0,1.0,11,Remodelin,C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)C#N)C1,0.0,0,0,0,False,Remodelin,C1CCC(=NNC2=NC(=CS2)C3=CC=C(C=C3)C#N)C1,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,11,True,selected_top15_by_step7_protocol_rank
luad,11,2107,LJI308,C1COCCN1C2=CC=C(C=C2)C3=C(C=NC=C3)C4=CC(=C(C(=C4)F)O)F,0,0,1,0,0,0,0,0.5,0.0,0,,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,28.0,4.666767687659287,35.48022598870056,62.0,,False,,0,1032.0,57.89473684210527,1.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,1,0,1,0,False,,gdsc|prism,2,False,-1.0,1.0,12,LJI308,C1COCCN1C2=CC=C(C=C2)C3=C(C=NC=C3)C4=CC(=C(C(=C4)F)O)F,0.0,0,0,0,False,LJI308,C1COCCN1C2=CC=C(C=C2)C3=C(C=NC=C3)C4=CC(=C(C(=C4)F)O)F,0.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,12,True,selected_top15_by_step7_protocol_rank
luad,14,1199,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,0,0,0,0,0,0,0.5,0.0,4,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,13,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0,0,1,4,False,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0,0,1,4,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,13,True,selected_top15_by_step7_protocol_rank
luad,16,1510,Linsitinib,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,1,0,0,0,0,0,0,0.5,0.0,6,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,14,Linsitinib,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,0.0,0,1,6,False,Linsitinib,C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,0.0,0,1,6,PASS,stage1_transition_standard,1단계 약물,ADMET_PASS_and_(FDA_APPROVED_CANCER_BASED_or_CT>=3),14,True,selected_top15_by_step7_protocol_rank
luad,29,2113,VTP-B,UNK,1,0,0,0,0,0,0,0.5,0.0,1,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,0.0,0.0,15,VTP-B,UNK,0.0,0,1,1,False,VTP-B,UNK,0.0,0,1,1,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,15,True,selected_top15_by_step7_protocol_rank
luad,4,1563,EPZ5676,CC(C)N(CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C4CC(C4)CCC5=NC6=C(N5)C=C(C=C6)C(C)(C)C,0,0,0,0,0,0,0,0.5,-1.0,0,,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,10.0,5.064173619000708,15.93220338983051,62.0,,False,,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,-1.0,0.0,16,EPZ5676,CC(C)N(CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C4CC(C4)CCC5=NC6=C(N5)C=C(C=C6)C(C)(C)C,-1.0,0,0,0,False,EPZ5676,CC(C)N(CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C4CC(C4)CCC5=NC6=C(N5)C=C(C=C6)C(C)(C)C,-1.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,16,False,not_selected_rank_outside_top15_after_stage_order
luad,10,1048,Mirin,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL570841,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,26.0,4.687894888387181,43.554768530230206,55.0,58.0,False,False,0,0.0,,0.0,unmatched,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc,1,False,-1.0,0.0,17,Mirin,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,-1.0,0,0,0,False,Mirin,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,17,False,not_selected_stage3_warning_priority
luad,12,1804,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,18,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,-1.0,0,0,0,False,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,18,False,not_selected_stage3_warning_priority
luad,13,1803,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,19,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,-1.0,0,0,0,False,Acetalax,CC(=O)OC1=CC=C(C=C1)C2(C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC(=O)C,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,19,False,not_selected_stage3_warning_priority
luad,17,1194,SB505124,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,20,SB505124,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,-1.0,0,0,0,False,SB505124,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,20,False,not_selected_stage3_warning_priority
luad,18,1831,L-Oxonoreleagnine,C1CNC(=O)C2=C1C3=CC=CC=C3N2,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,21,L-Oxonoreleagnine,C1CNC(=O)C2=C1C3=CC=CC=C3N2,-1.0,0,0,0,False,L-Oxonoreleagnine,C1CNC(=O)C2=C1C3=CC=CC=C3N2,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,21,False,not_selected_stage3_warning_priority
luad,19,1835,Elephantin,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C=C(C)C)CC1=C[C@@H](C[C@@]3(C)O[C@H]23)OC1=O,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,22,Elephantin,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C=C(C)C)CC1=C[C@@H](C[C@@]3(C)O[C@H]23)OC1=O,-1.0,0,0,0,False,Elephantin,C=C1C(=O)O[C@H]2[C@H]1[C@@H](OC(=O)C=C(C)C)CC1=C[C@@H](C[C@@]3(C)O[C@H]23)OC1=O,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,22,False,not_selected_stage3_warning_priority
luad,20,1838,Sinularin,CC1=CCCC(C2CC(CCC3(C(O3)CC1)C)C(=C)C(=O)O2)(C)O,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,23,Sinularin,CC1=CCCC(C2CC(CCC3(C(O3)CC1)C)C(=C)C(=O)O2)(C)O,-1.0,0,0,0,False,Sinularin,CC1=CCCC(C2CC(CCC3(C(O3)CC1)C)C(=C)C(=O)O2)(C)O,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,23,False,not_selected_stage3_warning_priority
luad,21,1502,Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,24,Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-1.0,0,0,0,False,Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,24,False,not_selected_stage3_warning_priority
luad,23,1039,SL0101,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,25,SL0101,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,-1.0,0,0,0,False,SL0101,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)OC(=O)C)OC(=O)C,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,25,False,not_selected_stage3_warning_priority
luad,24,2175,CHIR-99021,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,26,CHIR-99021,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,-1.0,0,0,0,False,CHIR-99021,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,-1.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,26,False,not_selected_rank_outside_top15_after_stage_order
luad,26,1618,GSK2606414,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,27,GSK2606414,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,-1.0,0,0,0,False,GSK2606414,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,27,False,not_selected_stage3_warning_priority
luad,27,1023,GW441756,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O.Cl,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,28,GW441756,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O.Cl,-1.0,0,0,0,False,GW441756,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O.Cl,-1.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,28,False,not_selected_rank_outside_top15_after_stage_order
luad,28,1738,IGF1R_3801,UNK,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,29,IGF1R_3801,UNK,-1.0,0,0,0,False,IGF1R_3801,UNK,-1.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,29,False,not_selected_stage3_warning_priority
luad,30,1940,WIKI4,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,0,0,0,0,0,0,0,0.5,-1.0,0,CHEMBL6329,,,True,True,Graph component is partial for LUAD due to missing LUAD 2-model graph evaluations.,,,,,,,,0,,,,,True,,,,,,0,0,0,0,False,,,0,False,-1.0,0.0,30,WIKI4,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,-1.0,0,0,0,False,WIKI4,COC1=CC=C(C=C1)N2C(=NN=C2SCCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)C6=CC=NC=C6,-1.0,0,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,30,False,not_selected_rank_outside_top15_after_stage_order
stad,2,1815,Dacarbazine,CN(C)/N=N/c1[nH]cnc1C(N)=O,2,2,0,0,1,2,1,0.0,8.0,9,CHEMBL476,CHEMBL2311221,DNA inhibitor (target CHEMBL2311221),True,False,,6.0,5.829550626987805,23.72881355932203,18.0,,False,,0,61.0,33.33333333333334,0.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc|prism,2,False,8.0,0.0,1,Dacarbazine,CN(C)/N=N/c1[nH]cnc1C(N)=O,8.0,2,2,9,True,Dacarbazine,CN(C)/N=N/c1[nH]cnc1C(N)=O,8.0,2,2,9,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,1,True,selected_top15_by_step7_protocol_rank
stad,6,1029,Motesanib,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,0,1,2,0,2,2,1,0.0,8.0,0,CHEMBL572881,"CHEMBL1936, CHEMBL2041, CHEMBL2095227, CHEMBL2095189",Stem cell growth factor receptor inhibitor (target CHEMBL1936); Tyrosine-protein kinase receptor RET inhibitor (target CHEMBL2041); Vascular endothelial growth factor receptor inhibitor (target CHEMBL2095227); Platelet-derived growth factor receptor inhibitor (target CHEMBL2095189),True,False,,11.0,5.13106261246587,27.671810439328777,23.0,24.0,True,False,0,24.0,72.22222222222223,2.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,2,0,2,0,False,,gdsc|prism,2,True,6.0,2.0,2,Motesanib,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,8.0,1,0,0,False,Motesanib,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,8.0,1,0,0,PASS,stage2_evidence_review,2단계 약물,ADMET_PASS_and_not_stage1,2,True,selected_top15_by_step7_protocol_rank
stad,7,1009,Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,0,2,0,0,1,2,1,0.0,6.0,0,CHEMBL705,CHEMBL2363071,Retinoid receptor agonist (target CHEMBL2363071),True,False,,12.0,5.0625006341471845,9.49818703094696,2.0,24.0,False,False,0,49.0,38.8888888888889,0.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc|prism,2,False,6.0,0.0,3,Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,6.0,2,0,0,False,Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,6.0,2,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,3,True,selected_top15_by_step7_protocol_rank
stad,5,1042,Doramapimod,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,0,1,0,0,1,2,1,0.0,5.0,0,CHEMBL103667,CHEMBL260,MAP kinase p38 alpha inhibitor (target CHEMBL260),True,False,,10.0,5.165814099877274,9.596508980521124,24.0,24.0,False,False,0,109.0,44.44444444444444,0.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,0,0,0,0,False,,gdsc|prism,2,False,5.0,0.0,4,Doramapimod,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,5.0,1,0,0,False,Doramapimod,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,5.0,1,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,4,True,selected_top15_by_step7_protocol_rank
stad,1,2439,glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,0,0,3,0,0,0,0,0.0,3.0,0,CHEMBL145213,,,True,False,,2.0,8.328967972449352,26.214689265536723,22.0,,False,,0,34.0,88.8888888888889,3.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,3,0,3,0,False,,gdsc|prism,2,False,0.0,3.0,5,glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,3.0,0,0,0,False,glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,3.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,5,True,selected_top15_by_step7_protocol_rank
stad,11,1030,KU-55933,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,0,0,3,0,0,0,0,0.0,3.0,0,CHEMBL6329,,,True,False,,21.0,4.835127199052677,36.68901256429716,24.0,24.0,False,False,0,24.0,94.44444444444444,3.0,broad_id_partial_recovery_manual_review,True,0.0,,0.0,unmatched,True,3,0,3,0,False,,gdsc|prism,2,False,0.0,3.0,6,KU-55933,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,3.0,0,0,0,False,KU-55933,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,3.0,0,0,0,WARNING,stage3_exploratory_supportive,3단계 약물,ADMET_WARNING,6,True,selected_top15_by_step7_protocol_rank
