modality,cancer,track,model,eval_mode,combo_dir,config_profile,resume_policy,core_mean_spearman,core_mean_pearson,core_mean_kendall_tau,core_mean_rmse,core_mean_mae,core_mean_r2,overfit_spearman_gap,overfit_fold_std,overfit_train_spearman,overfit_test_spearman,overfit_train_rmse,overfit_test_rmse,ranking_mean_ndcg_at_30,ranking_mean_precision_at_30,split_leakage_drug_overlap_count,split_leakage_scaffold_overlap_count,split_leakage_drug_overlap_rate,split_leakage_scaffold_overlap_rate,label_drift_mean_diff,label_drift_ks_statistic,label_drift_ks_pvalue,imputation_summary_present,imputation_scope,nan_imputation_applied,has_leakage_violation,has_ranking_mean,has_label_drift_mean
ML,stad,2A_numeric,ExtraTrees,scaffoldcv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ExtraTrees/scaffoldcv,existing_result,,0.2270655557172281,0.21584458929965197,0.15734951820703377,2.688757910293409,2.0580158165020577,0.03859649963844236,0.01671350990844357,0.018346299605732343,0.24377906562567167,0.2270655557172281,2.6703722850156706,2.688757910293409,0.13110092456587522,0.4000000000000001,0.0,0.0,0.0,0.0,-1.5894571940104166e-07,0.06359906213364595,0.2670644613945835,False,,,False,True,True
ML,stad,2A_numeric,ExtraTrees,holdout,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ExtraTrees/holdout,existing_result,,0.22016753045900242,0.20009852331415212,0.15226489463046367,2.781637470922493,2.113565460091226,0.0350102983310131,0.026956081733197135,0.0,0.24712361219219955,0.22016753045900242,2.6474914119899586,2.781637470922493,0.04205824005213715,0.36666666666666664,273.0,201.0,0.9927272727272727,0.9901477832512315,0.20017170906066895,0.0381870763617489,0.17794058997625264,False,,,False,True,True
ML,stad,2A_numeric,ExtraTrees,groupcv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ExtraTrees/groupcv,existing_result,,0.23061790799044843,0.22491055399800972,0.1584819200028744,2.6840325811954706,2.042995949343991,0.04658987880705275,0.016739414647148714,0.009516941234899419,0.24735732263759713,0.23061790799044843,2.670391085829477,2.6840325811954706,0.041254330449211306,0.35555555555555557,0.0,11.333333333333334,0.0,0.1425891181988743,0.0,0.05441578741695976,0.0649787877285624,False,,,False,True,True
ML,stad,2A_numeric,ExtraTrees,unseen_drug,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ExtraTrees/unseen_drug,existing_result,,0.23805049282080132,0.23924591209243498,0.1636686908818767,2.787114029553814,2.145529957079224,0.045634413015269826,0.007007981216401504,0.0,0.24505847403720282,0.23805049282080132,2.6465567867846396,2.787114029553814,0.20855749872429005,0.43333333333333335,0.0,10.0,0.0,0.20408163265306123,0.29152750968933105,0.060903648380308824,0.0053776829816946595,False,,,False,True,True
ML,stad,2A_numeric,ExtraTrees,cv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ExtraTrees/cv,existing_result,,0.21359403306247984,0.20176405379477536,0.1468662459869439,2.6994156850371205,2.052815915400004,0.036410605578413725,0.03715931399498006,0.019809341501193938,0.2507533470574599,0.21359403306247984,2.6673672554598586,2.6994156850371205,0.015949115713762212,0.26666666666666666,280.3333333333333,205.33333333333334,0.9836459182748936,0.9778147405517075,7.947285970052083e-08,0.027256740914419694,0.4247109412075425,False,,,False,True,True
ML,stad,2A_numeric,LightGBM,scaffoldcv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/LightGBM/scaffoldcv,existing_result,,0.2270655557172281,0.21582659540412727,0.15734951820703377,2.688614819940922,2.0568414060076745,0.03873299760275872,0.01664216136530001,0.018346299605732343,0.24370771708252814,0.2270655557172281,2.6706391079658616,2.688614819940922,0.13110092456587522,0.4000000000000001,0.0,0.0,0.0,0.0,-1.5894571940104166e-07,0.06359906213364595,0.2670644613945835,False,,,False,True,True
ML,stad,2A_numeric,LightGBM,holdout,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/LightGBM/holdout,existing_result,,0.2200566553679694,0.19989940252451568,0.15215207267907863,2.7808942697428907,2.112248733242949,0.035525883617293474,0.02696894998159788,0.0,0.24702560534956727,0.2200566553679694,2.647874110609134,2.7808942697428907,0.04205824005213715,0.36666666666666664,273.0,201.0,0.9927272727272727,0.9901477832512315,0.20017170906066895,0.0381870763617489,0.17794058997625264,False,,,False,True,True
ML,stad,2A_numeric,LightGBM,groupcv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/LightGBM/groupcv,existing_result,,0.23117952729732094,0.2261059867460696,0.15885969251374582,2.682957978462584,2.0408344717108524,0.047352090389196445,0.01583839926471538,0.009682569972769105,0.24701792656203633,0.23117952729732094,2.6708910666482546,2.682957978462584,0.041201409765402076,0.3444444444444444,0.0,11.333333333333334,0.0,0.1425891181988743,0.0,0.05441578741695976,0.0649787877285624,False,,,False,True,True
ML,stad,2A_numeric,LightGBM,unseen_drug,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/LightGBM/unseen_drug,existing_result,,0.23816747986988088,0.24050217632525447,0.16376242888902023,2.7868828223718056,2.1449485821564194,0.04579274670616418,0.006929714593089109,0.0,0.24509719446297,0.23816747986988088,2.6468666663645672,2.7868828223718056,0.1895582451838746,0.4,0.0,10.0,0.0,0.20408163265306123,0.29152750968933105,0.060903648380308824,0.0053776829816946595,False,,,False,True,True
ML,stad,2A_numeric,LightGBM,cv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/LightGBM/cv,existing_result,,0.2138608061676968,0.20250999413867135,0.14705509531773464,2.6978409531950724,2.050907933500998,0.037552121137456505,0.03651933141932237,0.01990445774126433,0.25038013758701916,0.2138608061676968,2.6678446413614183,2.6978409531950724,0.015352786540582516,0.24444444444444446,280.3333333333333,205.33333333333334,0.9836459182748936,0.9778147405517075,7.947285970052083e-08,0.027256740914419694,0.4247109412075425,False,,,False,True,True
ML,stad,2A_numeric,ElasticNet,scaffoldcv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ElasticNet/scaffoldcv,existing_result,,0.22825050730785942,0.2163527856270472,0.15820698127626207,2.688403339556652,2.0573890606562295,0.038848419984181724,0.014321951431967536,0.01569901828192504,0.24257245873982694,0.22825050730785942,2.671874150158752,2.688403339556652,0.10377983404940454,0.4000000000000001,0.0,0.0,0.0,0.0,-1.5894571940104166e-07,0.06359906213364595,0.2670644613945835,False,,,False,True,True
ML,stad,2A_numeric,ElasticNet,holdout,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ElasticNet/holdout,existing_result,,0.22445205357225437,0.20518571138381958,0.1549025940456036,2.77796347527218,2.107626438140869,0.03755772113800049,0.02006214748000587,0.0,0.24451420105226024,0.22445205357225437,2.6497418727755515,2.77796347527218,0.04021367987941181,0.4,273.0,201.0,0.9927272727272727,0.9901477832512315,0.20017170906066895,0.0381870763617489,0.17794058997625264,False,,,False,True,True
ML,stad,2A_numeric,ElasticNet,groupcv,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/stad/2A_numeric/ElasticNet/groupcv,existing_result,,0.23390225876954404,0.22759214043617249,0.16064301435736425,2.682102325703833,2.0402719179789224,0.047960122426350914,0.011092089556064203,0.010227936311568065,0.2449943483256082,0.23390225876954404,2.6725935605925675,2.682102325703833,0.02490606993931706,0.3111111111111111,0.0,11.333333333333334,0.0,0.1425891181988743,0.0,0.05441578741695976,0.0649787877285624,False,,,False,True,True
