modality,cancer,track,model,eval_mode,overfit_spearman_gap,overfit_fold_std,overfit_level,combo_dir
ML,crc,2B_numeric_smiles,XGBoost,groupcv,0.3642681591808434,0.06425529885000626,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/XGBoost/groupcv
ML,crc,2B_numeric_smiles,XGBoost,unseen_drug,0.41372206066678024,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/XGBoost/unseen_drug
ML,crc,2B_numeric_smiles,RandomForest,scaffoldcv,0.5189761271858381,0.06964688158120722,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/RandomForest/scaffoldcv
ML,crc,2B_numeric_smiles,RandomForest,groupcv,0.4447828630132449,0.044307293379967035,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/RandomForest/groupcv
ML,crc,2B_numeric_smiles,RandomForest,unseen_drug,0.5233396951984416,0.0,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/RandomForest/unseen_drug
ML,crc,2B_numeric_smiles,ExtraTrees,scaffoldcv,0.5767456637672109,0.05929369954610099,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/ExtraTrees/scaffoldcv
ML,crc,2B_numeric_smiles,ExtraTrees,groupcv,0.5168803636780468,0.06789807606272594,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/ExtraTrees/groupcv
ML,crc,2B_numeric_smiles,ExtraTrees,unseen_drug,0.5407463892359277,0.0,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/ExtraTrees/unseen_drug
ML,crc,2B_numeric_smiles,LightGBM,scaffoldcv,0.49364918064369734,0.06726351684183977,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/LightGBM/scaffoldcv
ML,crc,2B_numeric_smiles,LightGBM,groupcv,0.35118825714557306,0.03479946002958138,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/LightGBM/groupcv
ML,crc,2B_numeric_smiles,LightGBM,unseen_drug,0.4355055104134402,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/LightGBM/unseen_drug
ML,crc,2B_numeric_smiles,CatBoost,scaffoldcv,0.39489263251724105,0.07923719956640897,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/CatBoost/scaffoldcv
ML,crc,2B_numeric_smiles,CatBoost,groupcv,0.3357935596611328,0.06716954495466165,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/CatBoost/groupcv
ML,crc,2B_numeric_smiles,CatBoost,unseen_drug,0.4513729990087453,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/ml_step4_1/crc/2B_numeric_smiles/CatBoost/unseen_drug
DL,stad,2C_numeric_smiles_context,WideDeep,scaffoldcv,0.3961251676082611,0.10421504825353622,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/WideDeep/scaffoldcv
DL,stad,2C_numeric_smiles_context,WideDeep,groupcv,0.36396124958992004,0.06782182306051254,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/WideDeep/groupcv
DL,stad,2C_numeric_smiles_context,WideDeep,unseen_drug,0.44100937247276306,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/WideDeep/unseen_drug
DL,stad,2C_numeric_smiles_context,TabTransformer,scaffoldcv,0.4097268581390381,0.16029560565948486,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/TabTransformer/scaffoldcv
DL,stad,2C_numeric_smiles_context,TabTransformer,groupcv,0.3266797959804535,0.04776258021593094,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/TabTransformer/groupcv
DL,stad,2C_numeric_smiles_context,TabTransformer,unseen_drug,0.4073088765144348,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/TabTransformer/unseen_drug
DL,stad,2C_numeric_smiles_context,FTTransformer,scaffoldcv,0.3483874797821045,0.12051098793745041,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/FTTransformer/scaffoldcv
DL,stad,2C_numeric_smiles_context,FTTransformer,groupcv,0.32562175393104553,0.044177815318107605,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/FTTransformer/groupcv
DL,stad,2C_numeric_smiles_context,FTTransformer,unseen_drug,0.36446648836135864,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/FTTransformer/unseen_drug
DL,stad,2C_numeric_smiles_context,TabNet,scaffoldcv,0.45371904969215393,0.0974220409989357,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/TabNet/scaffoldcv
DL,stad,2C_numeric_smiles_context,TabNet,groupcv,0.4274991452693939,0.07713141292333603,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/TabNet/groupcv
DL,stad,2C_numeric_smiles_context,TabNet,unseen_drug,0.46714910864830017,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/TabNet/unseen_drug
DL,stad,2C_numeric_smiles_context,ResidualMLP,scaffoldcv,0.41017183661460876,0.10848075151443481,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/ResidualMLP/scaffoldcv
DL,stad,2C_numeric_smiles_context,ResidualMLP,groupcv,0.3447744846343994,0.05207701399922371,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/ResidualMLP/groupcv
DL,stad,2C_numeric_smiles_context,ResidualMLP,unseen_drug,0.4538794457912445,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/ResidualMLP/unseen_drug
DL,stad,2C_numeric_smiles_context,CrossAttention,scaffoldcv,0.41714558005332947,0.09640923887491226,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/CrossAttention/scaffoldcv
DL,stad,2C_numeric_smiles_context,CrossAttention,groupcv,0.3756771385669708,0.05409715697169304,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/CrossAttention/groupcv
DL,stad,2C_numeric_smiles_context,CrossAttention,unseen_drug,0.4493010342121124,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/CrossAttention/unseen_drug
DL,stad,2C_numeric_smiles_context,FlatMLP,scaffoldcv,0.4071824848651886,0.0883161723613739,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/FlatMLP/scaffoldcv
DL,stad,2C_numeric_smiles_context,FlatMLP,groupcv,0.36238279938697815,0.05736241862177849,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/FlatMLP/groupcv
DL,stad,2C_numeric_smiles_context,FlatMLP,unseen_drug,0.4633791446685791,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2C_numeric_smiles_context/FlatMLP/unseen_drug
DL,stad,2B_numeric_smiles,WideDeep,scaffoldcv,0.40287140011787415,0.09754522144794464,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/scaffoldcv
DL,stad,2B_numeric_smiles,WideDeep,groupcv,0.34912851452827454,0.04234499856829643,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/groupcv
DL,stad,2B_numeric_smiles,WideDeep,unseen_drug,0.4502946436405182,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/WideDeep/unseen_drug
DL,stad,2B_numeric_smiles,TabTransformer,scaffoldcv,0.40142202377319336,0.13421814143657684,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/scaffoldcv
DL,stad,2B_numeric_smiles,TabTransformer,groupcv,0.3375824987888336,0.028892451897263527,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/groupcv
DL,stad,2B_numeric_smiles,TabTransformer,unseen_drug,0.4005351662635803,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabTransformer/unseen_drug
DL,stad,2B_numeric_smiles,FTTransformer,scaffoldcv,0.3800082504749298,0.15730755031108856,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/scaffoldcv
DL,stad,2B_numeric_smiles,FTTransformer,groupcv,0.32615044713020325,0.04224502295255661,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/groupcv
DL,stad,2B_numeric_smiles,FTTransformer,unseen_drug,0.4245782792568207,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FTTransformer/unseen_drug
DL,stad,2B_numeric_smiles,TabNet,scaffoldcv,0.46581992506980896,0.09821838140487671,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/scaffoldcv
DL,stad,2B_numeric_smiles,TabNet,groupcv,0.4548661410808563,0.0645870640873909,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/groupcv
DL,stad,2B_numeric_smiles,TabNet,unseen_drug,0.5151201486587524,0.0,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/TabNet/unseen_drug
DL,stad,2B_numeric_smiles,ResidualMLP,scaffoldcv,0.41184452176094055,0.10552681237459183,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/scaffoldcv
DL,stad,2B_numeric_smiles,ResidualMLP,groupcv,0.35939982533454895,0.05710229277610779,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/groupcv
DL,stad,2B_numeric_smiles,ResidualMLP,unseen_drug,0.4634079933166504,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/ResidualMLP/unseen_drug
DL,stad,2B_numeric_smiles,CrossAttention,scaffoldcv,0.43829354643821716,0.08993647992610931,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/scaffoldcv
DL,stad,2B_numeric_smiles,CrossAttention,groupcv,0.3940037786960602,0.0573427639901638,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/groupcv
DL,stad,2B_numeric_smiles,CrossAttention,unseen_drug,0.465711385011673,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/CrossAttention/unseen_drug
DL,stad,2B_numeric_smiles,FlatMLP,scaffoldcv,0.42103779315948486,0.08071208745241165,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/scaffoldcv
DL,stad,2B_numeric_smiles,FlatMLP,groupcv,0.38124966621398926,0.04739049822092056,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/groupcv
DL,stad,2B_numeric_smiles,FlatMLP,unseen_drug,0.47353729605674744,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/stad/2B_numeric_smiles/FlatMLP/unseen_drug
DL,luad,2C_numeric_smiles_context,WideDeep,scaffoldcv,0.3905467987060547,0.10665859282016754,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/scaffoldcv
DL,luad,2C_numeric_smiles_context,WideDeep,groupcv,0.4293726980686188,0.04218889772891998,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/groupcv
DL,luad,2C_numeric_smiles_context,WideDeep,unseen_drug,0.5042341947555542,0.0,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/WideDeep/unseen_drug
DL,luad,2C_numeric_smiles_context,TabTransformer,scaffoldcv,0.3526339828968048,0.09769116342067719,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/TabTransformer/scaffoldcv
DL,luad,2C_numeric_smiles_context,TabTransformer,groupcv,0.3949003517627716,0.03417351096868515,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/TabTransformer/groupcv
DL,luad,2C_numeric_smiles_context,TabTransformer,unseen_drug,0.42681917548179626,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/TabTransformer/unseen_drug
DL,luad,2C_numeric_smiles_context,FTTransformer,scaffoldcv,0.31125903129577637,0.09650180488824844,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/FTTransformer/scaffoldcv
DL,luad,2C_numeric_smiles_context,FTTransformer,groupcv,0.34209033846855164,0.02945105731487274,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/FTTransformer/groupcv
DL,luad,2C_numeric_smiles_context,TabNet,scaffoldcv,0.43433836102485657,0.13600695133209229,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/TabNet/scaffoldcv
DL,luad,2C_numeric_smiles_context,TabNet,groupcv,0.45171716809272766,0.07772969454526901,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/TabNet/groupcv
DL,luad,2C_numeric_smiles_context,TabNet,unseen_drug,0.4821275472640991,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/TabNet/unseen_drug
DL,luad,2C_numeric_smiles_context,ResidualMLP,scaffoldcv,0.3875541687011719,0.1090063825249672,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/ResidualMLP/scaffoldcv
DL,luad,2C_numeric_smiles_context,ResidualMLP,groupcv,0.4261266887187958,0.035287413746118546,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/ResidualMLP/groupcv
DL,luad,2C_numeric_smiles_context,ResidualMLP,unseen_drug,0.47898826003074646,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/ResidualMLP/unseen_drug
DL,luad,2C_numeric_smiles_context,CrossAttention,scaffoldcv,0.385591059923172,0.08440644294023514,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/CrossAttention/scaffoldcv
DL,luad,2C_numeric_smiles_context,CrossAttention,groupcv,0.436001181602478,0.04208870232105255,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/CrossAttention/groupcv
DL,luad,2C_numeric_smiles_context,CrossAttention,unseen_drug,0.48925289511680603,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/CrossAttention/unseen_drug
DL,luad,2C_numeric_smiles_context,FlatMLP,scaffoldcv,0.39383652806282043,0.10295233130455017,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/FlatMLP/scaffoldcv
DL,luad,2C_numeric_smiles_context,FlatMLP,groupcv,0.4355241358280182,0.035382580012083054,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/FlatMLP/groupcv
DL,luad,2C_numeric_smiles_context,FlatMLP,unseen_drug,0.4952583312988281,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2C_numeric_smiles_context/FlatMLP/unseen_drug
DL,luad,2B_numeric_smiles,WideDeep,scaffoldcv,0.43886271119117737,0.08447089791297913,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/WideDeep/scaffoldcv
DL,luad,2B_numeric_smiles,WideDeep,groupcv,0.4672824442386627,0.04040975123643875,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/WideDeep/groupcv
DL,luad,2B_numeric_smiles,WideDeep,unseen_drug,0.4912359118461609,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/WideDeep/unseen_drug
DL,luad,2B_numeric_smiles,TabTransformer,scaffoldcv,0.38004744052886963,0.10796653479337692,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/TabTransformer/scaffoldcv
DL,luad,2B_numeric_smiles,TabTransformer,groupcv,0.40949973464012146,0.04848949983716011,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/TabTransformer/groupcv
DL,luad,2B_numeric_smiles,TabTransformer,unseen_drug,0.38905277848243713,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/TabTransformer/unseen_drug
DL,luad,2B_numeric_smiles,FTTransformer,scaffoldcv,0.36852383613586426,0.09439558535814285,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/FTTransformer/scaffoldcv
DL,luad,2B_numeric_smiles,FTTransformer,groupcv,0.35305526852607727,0.06077255681157112,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/FTTransformer/groupcv
DL,luad,2B_numeric_smiles,TabNet,scaffoldcv,0.4712604582309723,0.12038679420948029,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/TabNet/scaffoldcv
DL,luad,2B_numeric_smiles,TabNet,groupcv,0.45650944113731384,0.08850721269845963,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/TabNet/groupcv
DL,luad,2B_numeric_smiles,TabNet,unseen_drug,0.5005432367324829,0.0,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/TabNet/unseen_drug
DL,luad,2B_numeric_smiles,ResidualMLP,scaffoldcv,0.41810059547424316,0.0951090157032013,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/ResidualMLP/scaffoldcv
DL,luad,2B_numeric_smiles,ResidualMLP,groupcv,0.4524654448032379,0.05448049679398537,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/ResidualMLP/groupcv
DL,luad,2B_numeric_smiles,ResidualMLP,unseen_drug,0.4692647457122803,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/ResidualMLP/unseen_drug
DL,luad,2B_numeric_smiles,CrossAttention,scaffoldcv,0.4209119379520416,0.08544508367776871,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/CrossAttention/scaffoldcv
DL,luad,2B_numeric_smiles,CrossAttention,groupcv,0.47709283232688904,0.04598015919327736,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/CrossAttention/groupcv
DL,luad,2B_numeric_smiles,CrossAttention,unseen_drug,0.47372350096702576,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/CrossAttention/unseen_drug
DL,luad,2B_numeric_smiles,FlatMLP,scaffoldcv,0.42922839522361755,0.1025012880563736,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/FlatMLP/scaffoldcv
DL,luad,2B_numeric_smiles,FlatMLP,groupcv,0.46058914065361023,0.052734892815351486,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/FlatMLP/groupcv
DL,luad,2B_numeric_smiles,FlatMLP,unseen_drug,0.47428032755851746,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/luad/2B_numeric_smiles/FlatMLP/unseen_drug
DL,brca,2C_numeric_smiles_context,WideDeep,scaffoldcv,0.39797690510749817,0.06485816091299057,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/WideDeep/scaffoldcv
DL,brca,2C_numeric_smiles_context,WideDeep,groupcv,0.3524033725261688,0.034075044095516205,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/WideDeep/groupcv
DL,brca,2C_numeric_smiles_context,WideDeep,unseen_drug,0.40550124645233154,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/WideDeep/unseen_drug
DL,brca,2C_numeric_smiles_context,TabTransformer,scaffoldcv,0.392559289932251,0.0981510728597641,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/TabTransformer/scaffoldcv
DL,brca,2C_numeric_smiles_context,TabTransformer,groupcv,0.35754212737083435,0.07809405773878098,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/TabTransformer/groupcv
DL,brca,2C_numeric_smiles_context,TabTransformer,unseen_drug,0.42549729347229004,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/TabTransformer/unseen_drug
DL,brca,2C_numeric_smiles_context,FTTransformer,scaffoldcv,0.4061001241207123,0.13501057028770447,severe,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/FTTransformer/scaffoldcv
DL,brca,2C_numeric_smiles_context,FTTransformer,groupcv,0.3372242748737335,0.06832246482372284,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/FTTransformer/groupcv
DL,brca,2C_numeric_smiles_context,FTTransformer,unseen_drug,0.43084508180618286,0.0,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/FTTransformer/unseen_drug
DL,brca,2C_numeric_smiles_context,TabNet,scaffoldcv,0.4646361768245697,0.046282701194286346,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/TabNet/scaffoldcv
DL,brca,2C_numeric_smiles_context,TabNet,groupcv,0.46405553817749023,0.05280463397502899,warning,results/20260424_multicancer_stad_protocol_rerun/step4_models/fs_a_stad_baseline/dl_step4_2_7model_full/brca/2C_numeric_smiles_context/TabNet/groupcv
